Modalità ;Informazioni cronologiche;1. Qual è la tua età?;2. Qual è il tuo genere?;3. Qual è il tuo livello di istruzione?;"4. Valuta su una scala da 1 a 10 quanto ritieni che la tua età influenzi l'interesse per esperienze museali, dove 1 significa ""per nulla"" e 10 ""moltissimo"".";5. Su una scala da 1 a 10, quanto pensi che il tuo percorso formativo o le tue conoscenze pregresse influenzino la tua comprensione delle esposizioni museali? ;"6. Quanto frequentemente visiti i musei o le mostre culturali in generale? Usa una scala da 1 a 10 per indicare la tua frequenza, dove 1 significa ""mai"" e 10 ""molto frequentemente"".";7. Quanto hai trovato interessante la visita guidata al museo tradizionale? Valuta su una scala da 1 a 10.;8. Ritieni che le spiegazioni fornite dalla guida siano state chiare e utili? Usa una scala da 1 a 10 per indicare il tuo grado di chiarezza percepita.;9. Durante la visita, hai percepito difficoltà nel mantenere l’attenzione? Su una scala da 1 a 10.;10. Quanto ritieni che l’esposizione degli oggetti storici sia stata efficace per trasmettere informazioni educative? Usa una scala da 1 a 10 per indicare la tua percezione.;11. Qual è stato il tuo livello di coinvolgimento emotivo durante la visita tradizionale? Valuta su una scala da 1 a 10.;12. Quali ulteriori funzionalità vorresti vedere in una futura versione del museo VR?;13. Quali aspetti della guida museale tradizionale al MuSEd hai trovato più utili per l’apprendimento?;14. Quanto riterresti utile l’uso della VR per spiegare l’evoluzione degli strumenti educativi rispetto all’esposizione fisica degli oggetti?;1. Quando è stato fondato il primo Museo d'Istruzione e di Educazione?;2. Chi fu il fondatore del primo Museo d'Istruzione e di Educazione?;3. Qual è il principale contributo di Maria Montessori all'educazione?;4. Chi progettò i banchi scolastici per le scuole dei contadini dell’Agro Romano? ;5.  Chi decorò le scuole dell’Agro Romano ?;6. Qual era la caratteristica principale della cassettiera montessoriana?;7.  Chi è l’autore dell’opera: l'albero di Pinocchio, conservato al MUSED?;8. Come si differenziava il banco della scuola urbana di Marcucci da quello rurale ?;9. Chi utilizzava principalmente i go kart all'inizio del XX secolo?
tradizionale;11/01/2025 15:05;64;M;Laurea triennale;1;2;3;2;2;1;2;2;Visione storica evolutiva e accesso a documentari;Spiegazioni vocali;1;1874;Ruggiero Bonghi;La creazione del 'Giornale per i bambini';Alessandro Marcucci;Duilio Cambellotti;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Gli studenti di una scuola elementare;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Solo i bambini delle famiglie benestanti
tradizionale;14/05/2025 15:11;64;M;Laurea triennale;1;2;3;2;2;1;2;1;Modalità esperto e tecnologia vocale;Interazioni con la guida;5;1874;Giovanni Cena;La promozione del fascismo nelle scuole;Giovanni Cena;Sibilla Aleramo;Serviva esclusivamente per riporre i libri di testo;Ferdinando Codognotto;Serviva solo per intrattenere i bambini durante le pause;I bambini delle scuole private
tradizionale;26/05/2025 15:40;64;NON SPECIFICATO;Laurea triennale;1;2;3;2;2;1;2;4;Ricerca vocale e ricostruzioni in scala reale;Esposizioni fisiche;9;1874;Duilio Cambellotti;La creazione del 'Giornale per i bambini';Giovanni Cena;Giovanni Cena;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Gli studenti di una scuola elementare;Era utilizzato esclusivamente per le feste scolastiche;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;05/03/2025 16:51;64;M;Laurea triennale;1;2;3;2;2;1;2;10;Esperienze narrative e visione a raggi x degli oggetti;Interazioni con la guida;5;1907;Giovanni Cena;La promozione del fascismo nelle scuole;Duilio Cambellotti;Giovanni Cena;Era utilizzata solo per conservare i quaderni degli studenti;Un falegname della Disney;Serviva solo per intrattenere i bambini durante le pause;Solo i bambini delle famiglie benestanti
tradizionale;25/02/2025 17:19;64;F;Post-laurea;1;10;3;2;3;1;10;1;Accesso a documentari e accesso a documenti d'archivio;Spiegazioni vocali;3;1907;Duilio Cambellotti;La costruzione di scuole in muratura;Alessandro Marcucci;Sibilla Aleramo;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Carlo Collodi in persona;Era utilizzato esclusivamente per le feste scolastiche;I bambini delle scuole private
tradizionale;20/01/2025 17:51;64;NON SPECIFICATO;Laurea triennale;4;6;3;7;2;9;2;8;non so;Interazioni con la guida;8;1907;Maria Montessori;La costruzione di scuole in muratura;Alessandro Marcucci;Duilio Cambellotti;Era destinata agli oggetti personali del maestro;Ferdinando Codognotto;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Esclusivamente gli adulti per il lavoro
tradizionale;06/03/2025 18:34;64;M;Diploma superiore;1;2;5;4;2;1;5;10;Esperienza per bambini e supporto per visori diversi;Spiegazioni vocali;6;1912;Maria Montessori;La costruzione di scuole in muratura;Alessandro Marcucci;Angelo Celli;Serviva esclusivamente per riporre i libri di testo;Carlo Collodi in persona;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Solo i bambini delle famiglie benestanti
tradizionale;01/03/2025 19:09;64;M;Laurea triennale;1;2;3;2;2;1;2;4;Supporto per visori diversi e esplorazione libera in stile open world;Esposizioni fisiche;7;1884;Duilio Cambellotti;La costruzione di scuole in muratura;Sibilla Aleramo;Angelo Celli;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Ferdinando Codognotto;Era riservato agli insegnanti per le riunioni;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;11/02/2025 20:46;64;M;Laurea triennale;1;8;3;8;2;1;2;4;Esperienza per bambini e supporto per visori diversi;Esposizioni fisiche;10;1912;Duilio Cambellotti;La creazione del 'Giornale per i bambini';Duilio Cambellotti;Duilio Cambellotti;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Ferdinando Codognotto;Era utilizzato esclusivamente per le feste scolastiche;Esclusivamente gli adulti per il lavoro
tradizionale;09/02/2025 21:08;64;F;Laurea triennale;1;10;3;2;2;1;2;1;Visite notturne simulate e incontri con avatar storici;Spiegazioni vocali;10;1874;Duilio Cambellotti;La creazione del 'Giornale per i bambini';Sibilla Aleramo;Sibilla Aleramo;Era utilizzata solo per conservare i quaderni degli studenti;Un falegname della Disney;Era utilizzato esclusivamente per le feste scolastiche;Esclusivamente gli adulti per il lavoro
tradizionale;11/03/2025 21:59;64;M;Laurea triennale;1;2;3;2;2;1;2;2;non so;Esposizioni fisiche;8;1884;Giovanni Cena;L'uso di materiali sensoriali;Duilio Cambellotti;Angelo Celli;Serviva esclusivamente per riporre i libri di testo;Ferdinando Codognotto;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;I bambini delle scuole private
tradizionale;21/01/2025 01:00;64;M;Diploma superiore;1;3;3;2;2;9;2;7;Ricostruzioni in scala reale e creazione del proprio avatar;Spiegazioni vocali;3;1884;Duilio Cambellotti;L'uso di materiali sensoriali;Sibilla Aleramo;Duilio Cambellotti;Era utilizzata solo per conservare i quaderni degli studenti;Carlo Collodi in persona;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;20/12/2024 02:13;64;F;Laurea triennale;1;2;3;2;2;4;2;5;Esplorazione libera in stile open world e visite guidate registrate;Spiegazioni vocali;9;1912;Duilio Cambellotti;La promozione del fascismo nelle scuole;Alessandro Marcucci;Angelo Celli;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Ferdinando Codognotto;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;I bambini delle scuole private
tradizionale;10/04/2025 13:36;65;M;Laurea triennale;1;2;3;2;2;1;2;4;Modalità esperto e domande aperte guidate;Interazioni con la guida;5;1874;Maria Montessori;L'uso di materiali sensoriali;Giovanni Cena;Angelo Celli;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Ferdinando Codognotto;Serviva solo per intrattenere i bambini durante le pause;Solo i bambini delle famiglie benestanti
tradizionale;22/03/2025 13:45;65;M;Laurea triennale;1;2;3;2;2;1;2;6;Supporto per visori diversi e modalità realtà mista;Altro;6;1912;Ruggiero Bonghi;L'uso di materiali sensoriali;Giovanni Cena;Giovanni Cena;Era destinata agli oggetti personali del maestro;Un falegname della Disney;Serviva solo per intrattenere i bambini durante le pause;Esclusivamente gli adulti per il lavoro
tradizionale;01/02/2025 15:25;65;M;Laurea triennale;1;2;3;2;2;1;2;5;Domande aperte guidate e visite notturne simulate;Spiegazioni vocali;2;1874;Duilio Cambellotti;La costruzione di scuole in muratura;Giovanni Cena;Sibilla Aleramo;Era destinata agli oggetti personali del maestro;Gli studenti di una scuola elementare;Serviva solo per intrattenere i bambini durante le pause;I bambini delle scuole private
tradizionale;10/04/2025 16:17;65;M;Laurea triennale;1;2;3;2;2;1;2;3;Percorsi personalizzati e scelta del livello di dettaglio;Altro;2;1874;Giovanni Cena;La costruzione di scuole in muratura;Giovanni Cena;Angelo Celli;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Ferdinando Codognotto;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Esclusivamente gli adulti per il lavoro
tradizionale;10/04/2025 16:41;65;M;Laurea triennale;2;10;3;8;2;5;10;9;Collezioni temporanee interattive e percorsi personalizzati;Interazioni con la guida;1;1912;Maria Montessori;La promozione del fascismo nelle scuole;Alessandro Marcucci;Giovanni Cena;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Carlo Collodi in persona;Era riservato agli insegnanti per le riunioni;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;14/03/2025 17:46;65;M;Post-laurea;1;1;3;9;2;6;2;9;Visite in tempo reale con amici e visione storica evolutiva;Esposizioni fisiche;4;1907;Maria Montessori;La promozione del fascismo nelle scuole;Duilio Cambellotti;Angelo Celli;Serviva esclusivamente per riporre i libri di testo;Un falegname della Disney;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Esclusivamente gli adulti per il lavoro
tradizionale;20/03/2025 18:04;65;F;Laurea triennale;7;2;3;2;9;10;2;7;Scelta del livello di dettaglio e reazioni ambientali realistiche;Altro;9;1874;Maria Montessori;La creazione del 'Giornale per i bambini';Sibilla Aleramo;Angelo Celli;Era destinata agli oggetti personali del maestro;Carlo Collodi in persona;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Esclusivamente gli adulti per il lavoro
tradizionale;23/03/2025 19:03;65;NON SPECIFICATO;Laurea triennale;1;2;8;2;2;8;2;1;Supporto per visori diversi e esplorazione libera in stile open world;Spiegazioni vocali;9;1874;Ruggiero Bonghi;L'uso di materiali sensoriali;Duilio Cambellotti;Giovanni Cena;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Un falegname della Disney;Era utilizzato esclusivamente per le feste scolastiche;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;12/02/2025 20:06;65;M;Laurea triennale;1;2;3;2;2;1;2;8;Esperienza per bambini e esperienze tematiche;Spiegazioni vocali;7;1912;Maria Montessori;La creazione del 'Giornale per i bambini';Sibilla Aleramo;Angelo Celli;Era utilizzata solo per conservare i quaderni degli studenti;Ferdinando Codognotto;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;I bambini delle scuole private
tradizionale;11/02/2025 20:15;65;F;Laurea triennale;1;2;9;2;2;1;7;2;Esplorazione libera in stile open world e esperienze in prima persona;Altro;5;1912;Ruggiero Bonghi;La promozione del fascismo nelle scuole;Duilio Cambellotti;Sibilla Aleramo;Era utilizzata solo per conservare i quaderni degli studenti;Ferdinando Codognotto;Era riservato agli insegnanti per le riunioni;Esclusivamente gli adulti per il lavoro
tradizionale;13/03/2025 21:42;65;M;Laurea triennale;8;4;10;2;2;1;2;10;Gamification educativa e visite notturne simulate;Spiegazioni vocali;10;1884;Ruggiero Bonghi;L'uso di materiali sensoriali;Sibilla Aleramo;Angelo Celli;Serviva esclusivamente per riporre i libri di testo;Un falegname della Disney;Era utilizzato esclusivamente per le feste scolastiche;Solo i bambini delle famiglie benestanti
tradizionale;18/04/2025 22:00;65;M;Laurea triennale;1;2;3;2;2;1;2;10;Interazione con strumenti antichi e sincronizzazione con l'app mobile;Altro;7;1874;Maria Montessori;La costruzione di scuole in muratura;Giovanni Cena;Angelo Celli;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Un falegname della Disney;Era utilizzato esclusivamente per le feste scolastiche;Esclusivamente gli adulti per il lavoro
tradizionale;03/05/2025 22:48;65;M;Laurea triennale;1;2;3;2;2;3;1;1;non so;Spiegazioni vocali;5;1874;Maria Montessori;L'uso di materiali sensoriali;Alessandro Marcucci;Giovanni Cena;Era destinata agli oggetti personali del maestro;Carlo Collodi in persona;Era riservato agli insegnanti per le riunioni;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;04/05/2025 23:04;65;M;Laurea triennale;1;2;3;2;2;1;2;9;Guide virtuali parlanti e modalità fotografica;Spiegazioni vocali;8;1907;Duilio Cambellotti;La creazione del 'Giornale per i bambini';Alessandro Marcucci;Sibilla Aleramo;Era destinata agli oggetti personali del maestro;Carlo Collodi in persona;Era utilizzato esclusivamente per le feste scolastiche;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;16/12/2024 01:03;65;M;Laurea triennale;1;2;3;2;2;1;2;4;Visite in tempo reale con amici e supporto per visori diversi;Esposizioni fisiche;4;1884;Duilio Cambellotti;L'uso di materiali sensoriali;Duilio Cambellotti;Duilio Cambellotti;Era destinata agli oggetti personali del maestro;Carlo Collodi in persona;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Solo i bambini delle famiglie benestanti
tradizionale;02/05/2025 01:21;65;M;Post-laurea;1;6;3;6;2;1;2;6;non so;Esposizioni fisiche;5;1907;Maria Montessori;L'uso di materiali sensoriali;Duilio Cambellotti;Sibilla Aleramo;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Carlo Collodi in persona;Serviva solo per intrattenere i bambini durante le pause;I bambini delle scuole private
tradizionale;13/05/2025 12:28;66;M;Laurea triennale;1;1;3;2;2;1;2;3;Esperienze multisensoriali e contenuti adattivi all'età;Spiegazioni vocali;7;1907;Giovanni Cena;La costruzione di scuole in muratura;Giovanni Cena;Giovanni Cena;Serviva esclusivamente per riporre i libri di testo;Gli studenti di una scuola elementare;Era riservato agli insegnanti per le riunioni;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;12/12/2024 13:35;66;M;Laurea triennale;1;2;3;2;2;1;2;2;Accesso a documenti d'archivio e guide virtuali parlanti;Altro;2;1907;Giovanni Cena;L'uso di materiali sensoriali;Duilio Cambellotti;Giovanni Cena;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Carlo Collodi in persona;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;19/05/2025 14:42;66;M;Laurea triennale;1;2;3;2;2;1;2;5;Ricostruzioni 3D dettagliate e visite guidate registrate;Esposizioni fisiche;8;1912;Maria Montessori;La creazione del 'Giornale per i bambini';Alessandro Marcucci;Duilio Cambellotti;Era utilizzata solo per conservare i quaderni degli studenti;Ferdinando Codognotto;Era utilizzato esclusivamente per le feste scolastiche;Esclusivamente gli adulti per il lavoro
tradizionale;20/03/2025 14:59;66;NON SPECIFICATO;Diploma superiore;1;2;5;2;8;1;2;5;Modalità fotografica e simulazioni storiche in tempo reale;Spiegazioni vocali;9;1874;Maria Montessori;La creazione del 'Giornale per i bambini';Duilio Cambellotti;Angelo Celli;Era destinata agli oggetti personali del maestro;Un falegname della Disney;Era riservato agli insegnanti per le riunioni;Esclusivamente gli adulti per il lavoro
tradizionale;11/03/2025 16:03;66;F;Laurea triennale;1;2;10;2;3;1;2;10;Contenuti adattivi all'età e esperienze tematiche;Spiegazioni vocali;4;1874;Ruggiero Bonghi;La creazione del 'Giornale per i bambini';Duilio Cambellotti;Giovanni Cena;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Gli studenti di una scuola elementare;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Esclusivamente gli adulti per il lavoro
tradizionale;17/02/2025 16:57;66;M;Laurea triennale;1;2;3;6;2;1;3;6;Gamification educativa e tecnologia vocale;Spiegazioni vocali;6;1907;Duilio Cambellotti;La costruzione di scuole in muratura;Duilio Cambellotti;Duilio Cambellotti;Serviva esclusivamente per riporre i libri di testo;Gli studenti di una scuola elementare;Era utilizzato esclusivamente per le feste scolastiche;I bambini delle scuole private
tradizionale;06/03/2025 17:22;66;M;Laurea triennale;1;2;3;2;2;1;2;8;Accesso a documenti d'archivio e accesso offline;Esposizioni fisiche;10;1884;Maria Montessori;L'uso di materiali sensoriali;Giovanni Cena;Giovanni Cena;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Ferdinando Codognotto;Era utilizzato esclusivamente per le feste scolastiche;I bambini delle scuole private
tradizionale;16/05/2025 18:11;66;M;Laurea triennale;9;10;10;4;10;5;9;3;Accesso a documentari;Interazioni con la guida;10;1884;Ruggiero Bonghi;La promozione del fascismo nelle scuole;Duilio Cambellotti;Sibilla Aleramo;Era utilizzata solo per conservare i quaderni degli studenti;Gli studenti di una scuola elementare;Era riservato agli insegnanti per le riunioni;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;15/03/2025 19:43;66;M;Laurea triennale;1;2;3;2;2;1;2;10;Accesso offline e modalità realtà mista;Esposizioni fisiche;3;1874;Giovanni Cena;La promozione del fascismo nelle scuole;Duilio Cambellotti;Angelo Celli;Serviva esclusivamente per riporre i libri di testo;Carlo Collodi in persona;Era utilizzato esclusivamente per le feste scolastiche;I bambini delle scuole private
tradizionale;29/04/2025 20:24;66;NON SPECIFICATO;Laurea triennale;1;5;3;2;2;10;2;9;non so;Esposizioni fisiche;10;1884;Giovanni Cena;L'uso di materiali sensoriali;Duilio Cambellotti;Angelo Celli;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Ferdinando Codognotto;Era utilizzato esclusivamente per le feste scolastiche;Esclusivamente gli adulti per il lavoro
tradizionale;17/01/2025 21:35;66;M;Laurea triennale;1;2;3;2;2;1;2;2;Esperienze narrative e supporto per più lingue;Spiegazioni vocali;8;1907;Duilio Cambellotti;L'uso di materiali sensoriali;Duilio Cambellotti;Sibilla Aleramo;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Gli studenti di una scuola elementare;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;I bambini delle scuole private
tradizionale;25/01/2025 21:39;66;M;Laurea triennale;1;2;3;2;2;1;2;1;Scelta del livello di dettaglio e reazioni ambientali realistiche;Altro;9;1874;Maria Montessori;L'uso di materiali sensoriali;Duilio Cambellotti;Sibilla Aleramo;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Carlo Collodi in persona;Serviva solo per intrattenere i bambini durante le pause;Solo i bambini delle famiglie benestanti
tradizionale;20/01/2025 22:40;66;F;Licenza media;1;2;3;2;2;2;2;8;non so;Altro;3;1874;Duilio Cambellotti;L'uso di materiali sensoriali;Duilio Cambellotti;Giovanni Cena;Era destinata agli oggetti personali del maestro;Gli studenti di una scuola elementare;Era riservato agli insegnanti per le riunioni;I bambini delle scuole private
tradizionale;21/05/2025 23:14;66;F;Laurea magistrale;1;3;10;2;2;7;4;9;Accesso a documentari;Esposizioni fisiche;2;1907;Maria Montessori;La costruzione di scuole in muratura;Sibilla Aleramo;Duilio Cambellotti;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Carlo Collodi in persona;Era riservato agli insegnanti per le riunioni;Solo i bambini delle famiglie benestanti
tradizionale;14/12/2024 00:27;66;M;Laurea triennale;1;2;3;10;2;7;8;7;Visite notturne simulate e visite notturne simulate;Altro;6;1884;Giovanni Cena;L'uso di materiali sensoriali;Alessandro Marcucci;Sibilla Aleramo;Serviva esclusivamente per riporre i libri di testo;Gli studenti di una scuola elementare;Serviva solo per intrattenere i bambini durante le pause;Solo i bambini delle famiglie benestanti
tradizionale;13/04/2025 00:33;66;M;Laurea triennale;1;2;3;2;2;1;2;7;Interazione con strumenti antichi e sincronizzazione con l'app mobile;Altro;9;1912;Maria Montessori;La creazione del 'Giornale per i bambini';Sibilla Aleramo;Giovanni Cena;Era destinata agli oggetti personali del maestro;Gli studenti di una scuola elementare;Era utilizzato esclusivamente per le feste scolastiche;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;03/03/2025 01:19;66;M;Laurea triennale;1;2;3;2;8;1;2;3;Scenari animati e esperienze in prima persona;Esposizioni fisiche;1;1874;Ruggiero Bonghi;La promozione del fascismo nelle scuole;Alessandro Marcucci;Duilio Cambellotti;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Carlo Collodi in persona;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Esclusivamente gli adulti per il lavoro
tradizionale;25/03/2025 14:05;67;NON SPECIFICATO;Diploma superiore;10;2;3;2;2;1;6;7;Conferenze virtuali e accesso offline;Esposizioni fisiche;8;1874;Maria Montessori;La creazione del 'Giornale per i bambini';Alessandro Marcucci;Duilio Cambellotti;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Un falegname della Disney;Era riservato agli insegnanti per le riunioni;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;20/04/2025 14:31;67;M;Laurea triennale;1;2;3;2;2;1;2;3;non so;Esposizioni fisiche;6;1912;Maria Montessori;La promozione del fascismo nelle scuole;Giovanni Cena;Sibilla Aleramo;Era destinata agli oggetti personali del maestro;Gli studenti di una scuola elementare;Serviva solo per intrattenere i bambini durante le pause;Solo i bambini delle famiglie benestanti
tradizionale;18/01/2025 14:39;67;M;Licenza media;1;9;3;2;2;1;7;4;Integrazione con la realtà fisica e esperienze tematiche;Interazioni con la guida;6;1874;Giovanni Cena;L'uso di materiali sensoriali;Giovanni Cena;Angelo Celli;Serviva esclusivamente per riporre i libri di testo;Ferdinando Codognotto;Era riservato agli insegnanti per le riunioni;I bambini delle scuole private
tradizionale;31/03/2025 15:12;67;M;Laurea triennale;1;2;3;2;2;1;2;3;Tracce audio storiche e visite notturne simulate;Altro;2;1874;Maria Montessori;L'uso di materiali sensoriali;Duilio Cambellotti;Angelo Celli;Era destinata agli oggetti personali del maestro;Gli studenti di una scuola elementare;Era riservato agli insegnanti per le riunioni;I bambini delle scuole private
tradizionale;06/02/2025 15:59;67;M;Laurea triennale;1;2;3;2;2;1;2;1;Supporto per più lingue e quiz durante la visita;Spiegazioni vocali;1;1912;Ruggiero Bonghi;La promozione del fascismo nelle scuole;Sibilla Aleramo;Duilio Cambellotti;Era utilizzata solo per conservare i quaderni degli studenti;Carlo Collodi in persona;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;I bambini delle scuole private
tradizionale;12/02/2025 17:10;67;M;Laurea triennale;1;2;3;2;2;1;2;3;Chat con esperti e modalità accessibile;Esposizioni fisiche;10;1874;Maria Montessori;La creazione del 'Giornale per i bambini';Alessandro Marcucci;Angelo Celli;Era destinata agli oggetti personali del maestro;Un falegname della Disney;Era utilizzato esclusivamente per le feste scolastiche;I bambini delle scuole private
tradizionale;15/01/2025 17:45;67;M;Laurea triennale;1;2;3;2;2;1;2;2;Ricostruzioni 3D dettagliate e visite guidate registrate;Altro;6;1874;Giovanni Cena;La creazione del 'Giornale per i bambini';Alessandro Marcucci;Giovanni Cena;Era utilizzata solo per conservare i quaderni degli studenti;Un falegname della Disney;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;I bambini delle scuole private
tradizionale;12/03/2025 18:01;67;M;Laurea triennale;1;2;3;2;2;1;2;7;Scenari animati e riconoscimento facciale per emozioni;Interazioni con la guida;4;1884;Duilio Cambellotti;La promozione del fascismo nelle scuole;Sibilla Aleramo;Duilio Cambellotti;Serviva esclusivamente per riporre i libri di testo;Un falegname della Disney;Era riservato agli insegnanti per le riunioni;I bambini delle scuole private
tradizionale;03/12/2024 19:01;67;NON SPECIFICATO;Post-laurea;1;8;3;9;2;2;2;3;Gamification educativa e visite notturne simulate;Interazioni con la guida;6;1874;Duilio Cambellotti;La promozione del fascismo nelle scuole;Sibilla Aleramo;Sibilla Aleramo;Era utilizzata solo per conservare i quaderni degli studenti;Carlo Collodi in persona;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;03/12/2024 19:33;67;M;Post-laurea;7;2;3;2;2;4;2;2;non so;Esposizioni fisiche;4;1884;Duilio Cambellotti;La creazione del 'Giornale per i bambini';Duilio Cambellotti;Angelo Celli;Era utilizzata solo per conservare i quaderni degli studenti;Ferdinando Codognotto;Serviva solo per intrattenere i bambini durante le pause;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;12/04/2025 20:03;67;M;Laurea triennale;1;2;3;2;2;1;2;3;Visione a raggi X degli oggetti;Esposizioni fisiche;3;1874;Maria Montessori;La promozione del fascismo nelle scuole;Sibilla Aleramo;Duilio Cambellotti;Era utilizzata solo per conservare i quaderni degli studenti;Gli studenti di una scuola elementare;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Esclusivamente gli adulti per il lavoro
tradizionale;15/05/2025 20:16;67;M;Licenza media;1;2;5;2;2;7;7;4;Interazione con strumenti antichi e modalità accessibile;Spiegazioni vocali;5;1874;Ruggiero Bonghi;La costruzione di scuole in muratura;Giovanni Cena;Angelo Celli;Era destinata agli oggetti personali del maestro;Gli studenti di una scuola elementare;Era riservato agli insegnanti per le riunioni;Esclusivamente gli adulti per il lavoro
tradizionale;22/05/2025 20:34;67;M;Laurea triennale;1;2;3;2;2;1;2;3;Modalità realtà mista e traduzione simultanea;Interazioni con la guida;3;1884;Duilio Cambellotti;La creazione del 'Giornale per i bambini';Alessandro Marcucci;Angelo Celli;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Carlo Collodi in persona;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;04/05/2025 21:05;67;M;Laurea magistrale;1;2;7;8;2;1;2;7;Contenuti storici dinamici e conferenze virtuali;Interazioni con la guida;7;1912;Ruggiero Bonghi;La costruzione di scuole in muratura;Alessandro Marcucci;Angelo Celli;Serviva esclusivamente per riporre i libri di testo;Gli studenti di una scuola elementare;Era riservato agli insegnanti per le riunioni;I bambini delle scuole private
tradizionale;04/03/2025 21:23;67;M;Laurea triennale;1;2;3;2;2;1;2;10;Scenari animati e incontri con avatar storici;Spiegazioni vocali;1;1874;Giovanni Cena;La creazione del 'Giornale per i bambini';Sibilla Aleramo;Duilio Cambellotti;Serviva esclusivamente per riporre i libri di testo;Ferdinando Codognotto;Era riservato agli insegnanti per le riunioni;I bambini delle scuole private
