Modalità ;Informazioni cronologiche;1. Qual è la tua età?;2. Qual è il tuo genere?;3. Qual è il tuo livello di istruzione?;"4. Valuta su una scala da 1 a 10 quanto ritieni che la tua età influenzi l'interesse per esperienze di realtà virtuale, dove 1 significa ""per nulla"" e 10 ""moltissimo""";5. Su una scala da 1 a 10, quanto pensi che il tuo percorso formativo o le tue conoscenze pregresse influenzino la tua comprensione delle esperienze VR educative?;"6. Quanto frequentemente utilizzi tecnologie di realtà virtuale o esperienze immersive? Usa una scala da 1 a 10 per indicare la tua frequenza, dove 1 significa ""mai"" e 10 ""molto frequentemente"".";7. Quanto hai trovato interessante l'esperienza nel museo VR con gli avatar AI? Valuta su una scala da 1 a 10;8. Ritieni che le spiegazioni fornite dagli avatar AI siano state chiare e utili? Usa una scala da 1 a 10 per indicare il tuo grado di chiarezza percepita;9. Durante l'esperienza VR, hai percepito difficoltà nel mantenere l'attenzione? Su una scala da 1 a 10;10. Quanto ritieni che la ricostruzione virtuale degli ambienti educativi storici sia stata efficace per trasmettere informazioni educative? Usa una scala da 1 a 10 per indicare la tua percezione.;11. Qual è stato il tuo livello di coinvolgimento emotivo durante l'esperienza VR? Valuta su una scala da 1 a 10;12. Quali ulteriori funzionalità vorresti vedere in una futura versione del museo VR?;13. Quali aspetti dell'esperienza VR con gli avatar AI hai trovato più utili per l'apprendimento?;14. Quanto riterresti utile l'uso della VR con avatar AI per spiegare l'evoluzione degli strumenti educativi rispetto alla visita museale tradizionale?;1. Chi era Duilio Cambellotti, che ti ha guidato nella sala della scuola contadina dell'Agro romano?;2.  Quale ruolo aveva il teatrino nella scuola di inizio XX secolo ?;3. Giuseppe Lombardo Radice, che ti ha accompagnato nell'area della scuola popolare, è noto per:;4.  A cosa serviva il banco della scuola rurale di Marcucci ?;5. La scuola contadina dell'Agro romano, presentata da Cambellotti, aveva come obiettivo principale:;6. Cosa rappresenta la bambola di pelle scura conservata al museo ;7. Giuseppe Lombardo Radice collaborò strettamente con:;8. A cosa serve il modellino della fornace esposto al museo ;9. L'avatar di Pinocchio ha presentato la letteratura per l'infanzia come strumento per:
VR;03/07/2025 14:06;31;M;Diploma superiore;5;9;1;9;10;8;7;9;fare qualcosa per risolvere la nausea;Interazioni con gli avatar;9;Un illustratore e scenografo legato al mondo rurale;Era uno strumento ludico per le famiglie benestanti;Aver inventato il metodo Montessori;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Promuovere l'arte nelle campagne;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A conservare oggetti antichi;Sviluppo delle abilità matematiche
VR;03/07/2025 14:06;25;M;Laurea triennale;8;9;4;8;6;1;8;7;L'avatar è stato gentile e molto disponibile., e anche fare qualcosa per risolvere la nausea;Ricostruzione ambienti;9;Un pedagogo montessoriano;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;La riforma universitaria italiana;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Promuovere l'arte nelle campagne;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A riscaldare realmente le aule del museo;Semplice intrattenimento
VR;10/07/2025 14:07;23;F;Diploma superiore;10;7;2;7;9;10;7;1;Tracce audio storiche e visite notturne simulate, e anche risolvere il malore;Altro;7;Un illustratore e scenografo legato al mondo rurale;Era uno strumento ludico per le famiglie benestanti;Aver inventato il metodo Montessori;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Promuovere l'arte nelle campagne;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Sviluppo delle abilità matematiche
VR;27/11/2025 14:08;66;M;Diploma superiore;8;9;8;7;8;7;3;9;risolvere il senso di nausea;Ricostruzione ambienti;7;Un politico dell'epoca fascista;Era uno strumento ludico per le famiglie benestanti;La riforma universitaria italiana;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un giocattolo moderno per promuovere l'inclusività;Angelo Celli nella lotta alla malaria;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;15/11/2025 14:08;21;M;Diploma superiore;8;6;2;10;10;7;8;10;Esperienze in prima persona e accesso offline, e anche risolvere il senso di nausea;Ricostruzione ambienti;10;Un politico dell'epoca fascista;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era utilizzato esclusivamente per la scrittura con l'inchiostro;Alfabetizzare e educare le popolazioni rurali;Un giocattolo moderno per promuovere l'inclusività;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;29/10/2025 14:09;54;F;Diploma superiore;1;3;1;6;9;7;2;7;Visite notturne simulate e interazione con strumenti antichi, e anche risolvere il malore;Elementi interattivi;10;Un politico dell'epoca fascista;Era utilizzato esclusivamente per le feste scolastiche;Lo sviluppo della scuola attiva e popolare;Era riservato unicamente al maestro;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;23/09/2025 14:09;50;F;Diploma superiore;2;9;7;9;8;8;4;7;diminuire il malessere;Interazioni con gli avatar;8;Un politico dell'epoca fascista;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;L'introduzione delle tecnologie in classe;Era riservato unicamente al maestro;Formare artisti e illustratori;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;13/08/2025 14:10;36;M;Diploma superiore;8;8;10;7;6;10;5;9;Traduzione simultanea e tracce audio storiche, e anche fare qualcosa per risolvere la nausea;Elementi interattivi;9;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;La riforma universitaria italiana;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Una bambola tradizionale italiana;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Apprendimento della grammatica
VR;05/08/2025 14:11;31;M;Laurea magistrale;10;7;3;7;10;5;8;3;L'atmosfera generale era molto rilassante., e anche risolvere il senso di nausea;Ricostruzione ambienti;10;Un pedagogo montessoriano;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Aver inventato il metodo Montessori;Era riservato unicamente al maestro;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A decorare la sala espositiva;Apprendimento della grammatica
VR;23/07/2025 14:11;53;F;Laurea magistrale;6;7;4;8;10;1;5;8;diminuire il malessere;Altro;8;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Aver inventato il metodo Montessori;Era utilizzato esclusivamente per la scrittura con l'inchiostro;Promuovere l'arte nelle campagne;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A decorare la sala espositiva;Apprendimento della grammatica
VR;08/08/2025 14:12;36;F;Laurea triennale;9;5;9;6;8;7;7;9;Possibilità di fare domande e simulazioni storiche in tempo reale, e anche diminuire il malessere;Elementi interattivi;9;Un illustratore e scenografo legato al mondo rurale;Serviva solo per intrattenere i bambini durante le pause;Lo sviluppo della scuola attiva e popolare;Era riservato unicamente al maestro;Alfabetizzare e educare le popolazioni rurali;Un oggetto di artigianato africano importato per il commercio;Giovanni Gentile nella riforma scolastica;A decorare la sala espositiva;Semplice intrattenimento
VR;20/06/2025 14:12;33;M;Laurea magistrale;10;8;3;10;6;9;8;8;L'avatar mi è sembrato troppo robotico., e anche diminuire il malessere;Elementi interattivi;8;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;11/08/2025 14:13;32;M;Diploma superiore;2;8;2;6;9;9;3;8;Interazioni con altri visitatori e modalità fotografica, e anche risolvere il malore;Elementi interattivi;7;Un politico dell'epoca fascista;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;L'introduzione delle tecnologie in classe;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un oggetto di artigianato africano importato per il commercio;Duilio Cambellotti nelle decorazioni;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;22/10/2025 14:14;43;M;Laurea triennale;3;7;4;8;10;6;7;9;Incontri con avatar storici e visione a raggi x degli oggetti, e anche fare qualcosa per risolvere la nausea;Elementi interattivi;7;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;L'introduzione delle tecnologie in classe;Era riservato unicamente al maestro;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Duilio Cambellotti nelle decorazioni;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;15/10/2025 14:14;70;F;Diploma superiore;9;8;1;7;6;8;10;8;Ricostruzioni 3D dettagliate e visite guidate registrate, e anche diminuire il malessere;Altro;10;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Aver inventato il metodo Montessori;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Formare artisti e illustratori;Un giocattolo moderno per promuovere l'inclusività;Angelo Celli nella lotta alla malaria;A riscaldare realmente le aule del museo;Formazione morale e sociale dei bambini
VR;01/08/2025 14:15;33;F;Diploma superiore;10;3;5;10;6;9;9;3;L'ambiente virtuale è incredibilmente realistico., e anche risolvere il malore;Altro;10;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Aver inventato il metodo Montessori;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Creare teatri rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A conservare oggetti antichi;Formazione morale e sociale dei bambini
VR;18/11/2025 14:15;69;M;Diploma superiore;10;4;4;7;7;8;9;9;Tecnologia vocale e supporto a haptic feedback, e anche fare qualcosa per risolvere la nausea;Interazioni con gli avatar;7;Un politico dell'epoca fascista;Era utilizzato esclusivamente per le feste scolastiche;Aver inventato il metodo Montessori;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Duilio Cambellotti nelle decorazioni;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Apprendimento della grammatica
VR;22/06/2025 14:16;50;M;Laurea magistrale;6;3;3;9;9;5;7;6;Accesso a documentari e ricostruzioni 3d dettagliate, e anche risolvere il senso di nausea;Interazioni con gli avatar;10;Un pedagogo montessoriano;Era utilizzato esclusivamente per le feste scolastiche;Aver inventato il metodo Montessori;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Formare artisti e illustratori;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A conservare oggetti antichi;Formazione morale e sociale dei bambini
VR;24/09/2025 14:16;37;F;Laurea magistrale;9;4;1;7;9;9;6;7;risolvere il malore;Interazioni con gli avatar;9;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;L'introduzione delle tecnologie in classe;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Formare artisti e illustratori;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Duilio Cambellotti nelle decorazioni;A riscaldare realmente le aule del museo;Sviluppo delle abilità matematiche
VR;10/09/2025 14:17;52;F;Diploma superiore;9;8;3;6;7;10;9;7;risolvere il senso di nausea;Elementi interattivi;10;Un illustratore e scenografo legato al mondo rurale;Era utilizzato esclusivamente per le feste scolastiche;Lo sviluppo della scuola attiva e popolare;Era riservato unicamente al maestro;Alfabetizzare e educare le popolazioni rurali;Un giocattolo moderno per promuovere l'inclusività;Duilio Cambellotti nelle decorazioni;A decorare la sala espositiva;Formazione morale e sociale dei bambini
VR;17/11/2025 14:18;22;F;Diploma superiore;8;6;1;7;6;8;4;10;Visione a raggi X degli oggetti e esperienza per bambini, e anche risolvere il malore;Elementi interattivi;10;Un fondatore di scuole elementari;Serviva solo per intrattenere i bambini durante le pause;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Una bambola tradizionale italiana;Angelo Celli nella lotta alla malaria;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;06/06/2025 14:18;31;F;Diploma superiore;2;8;4;8;10;7;9;10;Modalità accessibile e riconoscimento facciale per emozioni, e anche diminuire il malessere;Ricostruzione ambienti;7;Un illustratore e scenografo legato al mondo rurale;Era uno strumento ludico per le famiglie benestanti;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Formare artisti e illustratori;Una bambola tradizionale italiana;Maria Montessori nel metodo educativo;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;25/09/2025 14:19;57;M;Laurea magistrale;10;9;7;8;7;10;7;7;L'interazione con l'avatar è stata un po' frustrante., e anche fare qualcosa per risolvere la nausea;Elementi interattivi;9;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;27/10/2025 14:19;27;F;Diploma superiore;8;7;4;10;9;9;10;6;Modalità accessibile e riconoscimento facciale per emozioni, e anche risolvere il malore;Altro;10;Un politico dell'epoca fascista;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;La riforma universitaria italiana;Era riservato unicamente al maestro;Creare teatri rurali;Una bambola tradizionale italiana;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;25/10/2025 14:20;34;F;Laurea magistrale;10;9;3;10;10;9;6;9;risolvere il malore;Altro;10;Un fondatore di scuole elementari;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;L'introduzione delle tecnologie in classe;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Maria Montessori nel metodo educativo;A conservare oggetti antichi;Formazione morale e sociale dei bambini
VR;06/07/2025 14:20;69;F;Laurea magistrale;7;8;3;10;6;9;1;7;L'avatar mi è sembrato troppo robotico., e anche diminuire il malessere;Interazioni con gli avatar;10;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;18/08/2025 14:21;50;F;Laurea triennale;10;10;1;9;6;8;7;8;Integrazione con la realtà fisica e domande aperte guidate, e anche risolvere il senso di nausea;Elementi interattivi;7;Un politico dell'epoca fascista;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Serviva solo per gli esami finali;Alfabetizzare e educare le popolazioni rurali;Un oggetto di artigianato africano importato per il commercio;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;03/10/2025 14:22;70;F;Laurea magistrale;9;4;2;10;10;9;7;9;Interazione con strumenti antichi e esperienze tematiche, e anche risolvere il senso di nausea;Altro;8;Un politico dell'epoca fascista;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Aver inventato il metodo Montessori;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Maria Montessori nel metodo educativo;A decorare la sala espositiva;Semplice intrattenimento
VR;06/11/2025 14:22;33;M;Laurea magistrale;10;3;5;8;8;9;9;9;L'avatar conversazionale era molto empatico., e anche risolvere il senso di nausea;Altro;8;Un fondatore di scuole elementari;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era riservato unicamente al maestro;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Duilio Cambellotti nelle decorazioni;A decorare la sala espositiva;Sviluppo delle abilità matematiche
VR;23/09/2025 14:23;27;M;Laurea magistrale;2;2;3;7;7;7;9;8;Visite notturne simulate e interazione con strumenti antichi, e anche risolvere il senso di nausea;Ricostruzione ambienti;8;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;19/07/2025 14:23;52;F;Diploma superiore;3;8;2;10;7;9;5;9;Tecnologia vocale e contenuti adattivi all'età, e anche risolvere il senso di nausea;Interazioni con gli avatar;10;Un illustratore e scenografo legato al mondo rurale;Era utilizzato esclusivamente per le feste scolastiche;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un oggetto di artigianato africano importato per il commercio;Duilio Cambellotti nelle decorazioni;A conservare oggetti antichi;Semplice intrattenimento
VR;04/09/2025 14:24;68;M;Diploma superiore;2;1;1;9;9;8;10;7;Esperienza per bambini e visione storica evolutiva, e anche risolvere il senso di nausea;Elementi interattivi;10;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Promuovere l'arte nelle campagne;Una bambola tradizionale italiana;Duilio Cambellotti nelle decorazioni;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;18/08/2025 14:24;40;F;Laurea magistrale;2;7;1;9;10;1;7;9;fare qualcosa per risolvere la nausea;Ricostruzione ambienti;10;Un illustratore e scenografo legato al mondo rurale;Serviva solo per intrattenere i bambini durante le pause;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Promuovere l'arte nelle campagne;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Maria Montessori nel metodo educativo;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;28/09/2025 14:25;18;F;Laurea triennale;4;6;9;8;8;8;10;8;Esplorazione libera in stile open world e supporto per più lingue, e anche fare qualcosa per risolvere la nausea;Interazioni con gli avatar;7;Un pedagogo montessoriano;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Aver inventato il metodo Montessori;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Creare teatri rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A riscaldare realmente le aule del museo;Formazione morale e sociale dei bambini
VR;28/07/2025 14:26;25;M;Diploma superiore;8;5;5;8;9;8;9;3;Visione storica evolutiva e realtà aumentata integrata, e anche risolvere il senso di nausea;Interazioni con gli avatar;10;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;L'introduzione delle tecnologie in classe;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un giocattolo moderno per promuovere l'inclusività;Angelo Celli nella lotta alla malaria;A conservare oggetti antichi;Apprendimento della grammatica
VR;10/09/2025 14:26;45;F;Diploma superiore;9;1;2;7;8;10;2;9;Tecnologia vocale e contenuti adattivi all'età, e anche fare qualcosa per risolvere la nausea;Elementi interattivi;10;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;30/07/2025 14:27;32;F;Laurea triennale;4;8;2;10;8;10;1;10;Modalità realtà mista e esperienze narrative, e anche diminuire il malessere;Elementi interattivi;8;Un fondatore di scuole elementari;Era utilizzato esclusivamente per le feste scolastiche;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un giocattolo moderno per promuovere l'inclusività;Maria Montessori nel metodo educativo;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Sviluppo delle abilità matematiche
VR;20/08/2025 14:27;49;M;Diploma superiore;9;5;2;7;8;7;10;8;Riconoscimento facciale per emozioni e interazioni con altri visitatori, e anche diminuire il malessere;Interazioni con gli avatar;10;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era riservato unicamente al maestro;Alfabetizzare e educare le popolazioni rurali;Un giocattolo moderno per promuovere l'inclusività;Giovanni Gentile nella riforma scolastica;A riscaldare realmente le aule del museo;Formazione morale e sociale dei bambini
VR;18/10/2025 14:28;36;F;Diploma superiore;9;7;2;7;6;8;9;9;L'atmosfera generale era molto rilassante., e anche risolvere il malore;Ricostruzione ambienti;8;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;06/07/2025 14:28;67;F;Laurea magistrale;10;7;1;6;7;7;10;7;L'ambiente virtuale è incredibilmente realistico., e anche risolvere il malore;Elementi interattivi;9;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;La riforma universitaria italiana;Era utilizzato esclusivamente per la scrittura con l'inchiostro;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Angelo Celli nella lotta alla malaria;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;01/09/2025 14:29;27;M;Laurea magistrale;3;7;2;8;7;8;10;10;Esperienza per bambini e visione storica evolutiva, e anche risolvere il senso di nausea;Altro;10;Un illustratore e scenografo legato al mondo rurale;Era uno strumento ludico per le famiglie benestanti;La riforma universitaria italiana;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A decorare la sala espositiva;Formazione morale e sociale dei bambini
VR;11/10/2025 14:30;66;M;Diploma superiore;9;6;4;9;9;8;9;10;diminuire il malessere;Elementi interattivi;9;Un fondatore di scuole elementari;Era utilizzato esclusivamente per le feste scolastiche;L'introduzione delle tecnologie in classe;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Creare teatri rurali;Una bambola tradizionale italiana;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;17/08/2025 14:30;64;F;Diploma superiore;8;9;1;6;7;8;5;6;diminuire il malessere;Ricostruzione ambienti;10;Un illustratore e scenografo legato al mondo rurale;Era utilizzato esclusivamente per le feste scolastiche;La riforma universitaria italiana;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un giocattolo moderno per promuovere l'inclusività;Maria Montessori nel metodo educativo;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Sviluppo delle abilità matematiche
VR;30/08/2025 14:31;62;F;Diploma superiore;8;2;7;8;10;7;8;9;La conversazione con l'avatar è stata fluida., e anche risolvere il senso di nausea;Altro;8;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;L'introduzione delle tecnologie in classe;Era riservato unicamente al maestro;Promuovere l'arte nelle campagne;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Sviluppo delle abilità matematiche
VR;08/08/2025 14:31;54;M;Diploma superiore;8;6;2;7;8;10;8;1;Mi sono divertito a interagire con gli oggetti., e anche diminuire il malessere;Elementi interattivi;8;Un illustratore e scenografo legato al mondo rurale;Era utilizzato esclusivamente per le feste scolastiche;Lo sviluppo della scuola attiva e popolare;Serviva solo per gli esami finali;Alfabetizzare e educare le popolazioni rurali;Un oggetto di artigianato africano importato per il commercio;Giovanni Gentile nella riforma scolastica;A riscaldare realmente le aule del museo;Sviluppo delle abilità matematiche
